Zone,Transport,Station,Passenger,"Date, Time"
15,Tram,Stortinget,10480,2025-01-05 05:23 PM
20,Metro,Storo,7278,2025-01-02 02:19 PM
18,Metro,Jernbanetorget,1689,2025-01-08 07:39 PM
17,Tram,Stortinget,5031,2025-01-05 06:19 AM
6,Tram,Tøyen,6858,2025-01-17 10:24 PM
19,Train,Skøyen,13820,2025-01-06 08:16 PM
16,Metro,Jernbanetorget,5637,2025-01-11 09:25 AM
6,Tram,Røa,13446,2025-01-18 09:54 AM
3,Tram,Tøyen,6068,2025-01-31 10:45 PM
16,Tram,Stortinget,5368,2025-01-26 07:24 PM
7,Train,Oslo S,10087,2025-01-22 02:13 PM
12,Tram,Røa,8645,2025-01-19 06:45 AM
16,Train,Lillestrøm,3359,2025-01-15 09:27 PM
12,Metro,Furuset,5838,2025-01-16 01:45 PM
14,Bus,Grünerløkka,5967,2025-01-27 04:36 PM
20,Tram,Majorstuen,13997,2025-01-15 01:05 PM
5,Train,Skøyen,1574,2025-01-05 11:25 AM
3,Metro,Jernbanetorget,10124,2025-01-10 06:06 PM
11,Tram,Ullevål Stadion,4491,2025-01-05 04:00 PM
16,Metro,Furuset,1350,2025-01-25 03:17 PM
19,Tram,Tøyen,12601,2025-01-13 08:48 PM
5,Train,Oslo S,5169,2025-01-05 08:20 PM
4,Bus,Lambertseter,14739,2025-01-29 02:26 PM
5,Metro,Jernbanetorget,790,2025-01-10 05:53 PM
16,Bus,Grorud,7957,2025-01-02 01:18 PM
19,Metro,Furuset,14350,2025-01-17 05:43 PM
9,Bus,Bislett,11296,2025-01-28 08:47 PM
19,Metro,Nationaltheatret,4166,2025-01-09 10:37 AM
6,Train,Lillestrøm,14857,2025-01-05 10:15 AM
11,Tram,Tøyen,9034,2025-01-04 08:19 PM
1,Tram,Røa,2418,2025-01-08 11:38 AM
14,Train,Skøyen,1139,2025-01-16 11:42 AM
19,Train,Oslo S,14323,2025-01-02 09:17 AM
17,Bus,Sinsen,12019,2025-01-04 06:20 AM
4,Tram,Tøyen,11514,2025-01-18 10:03 AM
5,Bus,Bislett,13111,2025-01-30 06:40 AM
15,Metro,Furuset,12460,2025-01-02 02:30 PM
16,Train,Oslo S,1580,2025-01-29 08:48 PM
13,Tram,Tøyen,11185,2025-01-18 05:03 PM
17,Bus,Grünerløkka,3389,2025-01-09 08:25 PM
1,Bus,Lambertseter,6294,2025-01-09 03:52 PM
12,Metro,Jernbanetorget,4642,2025-01-19 08:08 AM
17,Bus,Bislett,9664,2025-01-14 06:36 AM
15,Metro,Storo,2107,2025-01-27 09:53 AM
11,Metro,Jernbanetorget,6945,2025-01-12 11:59 AM
7,Train,Lillestrøm,1739,2025-01-07 06:49 AM
2,Metro,Jernbanetorget,14138,2025-01-27 03:10 PM
15,Bus,Bislett,3542,2025-01-31 06:09 AM
14,Bus,Bislett,4193,2025-01-24 06:29 PM
8,Metro,Jernbanetorget,4317,2025-01-18 07:33 PM
14,Tram,Røa,13564,2025-01-25 08:55 AM
4,Tram,Stortinget,10064,2025-01-11 10:29 AM
4,Train,Oslo S,7752,2025-01-12 01:31 PM
15,Metro,Furuset,3262,2025-01-10 08:27 AM
9,Train,Lillestrøm,7422,2025-01-12 06:33 AM
5,Metro,Storo,14884,2025-01-18 05:00 PM
11,Metro,Furuset,8950,2025-01-31 06:16 PM
5,Bus,Grorud,14784,2025-01-30 07:24 PM
1,Bus,Grünerløkka,4962,2025-01-07 02:38 PM
6,Tram,Røa,1704,2025-01-27 06:03 PM
20,Metro,Furuset,14389,2025-01-27 05:44 PM
17,Metro,Furuset,10209,2025-01-01 07:42 AM
5,Train,Skøyen,11929,2025-01-13 06:48 PM
8,Bus,Grorud,11749,2025-01-15 08:42 PM
8,Tram,Tøyen,10177,2025-01-31 01:04 PM
12,Metro,Jernbanetorget,5250,2025-01-18 12:12 PM
19,Tram,Tøyen,12551,2025-01-06 04:05 PM
11,Train,Skøyen,8550,2025-01-31 10:26 PM
19,Metro,Furuset,13150,2025-01-06 05:29 PM
6,Metro,Storo,10409,2025-01-17 08:29 PM
9,Tram,Stortinget,14443,2025-01-03 10:26 PM
11,Tram,Ullevål Stadion,12677,2025-01-08 01:11 PM
15,Tram,Tøyen,7522,2025-01-15 01:30 PM
13,Tram,Stortinget,8982,2025-01-20 03:02 PM
6,Tram,Stortinget,4968,2025-01-23 09:56 PM
9,Train,Skøyen,13756,2025-01-18 09:41 AM
3,Metro,Storo,10670,2025-01-11 10:17 PM
10,Train,Sandvika,6231,2025-01-31 06:25 PM
10,Tram,Røa,13879,2025-01-06 09:51 AM
12,Train,Lillestrøm,3812,2025-01-23 09:32 AM
1,Metro,Storo,6012,2025-01-04 07:50 PM
19,Metro,Furuset,3160,2025-01-20 10:48 PM
8,Metro,Furuset,12042,2025-01-12 05:36 PM
5,Train,Sandvika,6610,2025-01-12 12:40 PM
17,Train,Oslo S,3121,2025-01-11 11:27 AM
1,Train,Sandvika,9431,2025-01-26 09:55 AM
5,Train,Sandvika,3144,2025-01-16 11:52 AM
15,Train,Sandvika,5567,2025-01-21 01:01 PM
6,Train,Oslo S,2870,2025-01-05 02:03 PM
8,Tram,Majorstuen,9360,2025-01-29 12:49 PM
3,Train,Oslo S,14450,2025-01-10 02:55 PM
12,Metro,Storo,3567,2025-01-27 06:44 AM
8,Bus,Bislett,11452,2025-01-11 09:43 PM
8,Metro,Storo,5543,2025-01-18 07:57 PM
19,Bus,Lambertseter,14281,2025-01-31 12:02 PM
11,Tram,Tøyen,3438,2025-01-08 07:45 PM
6,Train,Sandvika,12054,2025-01-27 06:49 PM
1,Tram,Majorstuen,3813,2025-01-20 02:49 PM
20,Metro,Nationaltheatret,2292,2025-01-21 03:35 PM
16,Metro,Jernbanetorget,2912,2025-01-12 09:58 AM
18,Train,Skøyen,11708,2025-01-29 12:54 PM
18,Metro,Storo,9203,2025-01-25 12:12 PM
18,Train,Lillestrøm,3873,2025-01-27 06:20 AM
9,Metro,Nationaltheatret,6469,2025-01-29 09:01 AM
3,Train,Skøyen,2316,2025-01-23 02:25 PM
10,Metro,Furuset,12168,2025-01-20 07:54 AM
9,Tram,Tøyen,10820,2025-01-30 06:51 PM
5,Tram,Røa,2455,2025-01-24 01:18 PM
17,Train,Skøyen,1617,2025-01-04 07:55 AM
17,Train,Skøyen,11862,2025-01-25 08:05 AM
9,Bus,Grünerløkka,10288,2025-01-05 11:53 AM
15,Bus,Lambertseter,12170,2025-01-18 04:01 PM
7,Metro,Storo,13625,2025-01-24 04:45 PM
15,Train,Oslo S,2535,2025-01-20 05:44 PM
19,Metro,Jernbanetorget,12548,2025-01-04 12:33 PM
19,Tram,Røa,4859,2025-01-26 05:42 PM
8,Bus,Grorud,819,2025-01-31 08:42 AM
10,Metro,Nationaltheatret,12553,2025-01-31 06:52 AM
7,Bus,Sinsen,4880,2025-01-03 02:54 PM
1,Bus,Helsfyr,13565,2025-01-16 06:36 PM
10,Bus,Grorud,14703,2025-01-27 09:21 AM
2,Tram,Røa,10497,2025-01-18 01:57 PM
1,Metro,Storo,14432,2025-01-24 03:38 PM
5,Tram,Røa,4054,2025-01-26 07:03 AM
3,Train,Skøyen,8674,2025-01-02 08:53 PM
2,Bus,Sinsen,7037,2025-01-05 08:29 PM
14,Train,Lillestrøm,13633,2025-01-18 10:24 PM
6,Train,Lillestrøm,12045,2025-01-03 06:22 AM
20,Bus,Bislett,8966,2025-01-16 03:20 PM
13,Train,Oslo S,7111,2025-01-13 07:23 PM
6,Tram,Tøyen,701,2025-01-12 04:51 PM
8,Metro,Jernbanetorget,10085,2025-01-10 10:46 PM
9,Tram,Røa,10880,2025-01-03 01:29 PM
10,Bus,Lambertseter,4114,2025-01-07 07:04 AM
5,Tram,Tøyen,8495,2025-01-08 07:39 PM
3,Train,Oslo S,11410,2025-01-02 09:53 PM
14,Bus,Bislett,4281,2025-01-09 10:03 PM
1,Metro,Jernbanetorget,2503,2025-01-22 02:55 PM
14,Train,Lillestrøm,14200,2025-01-25 07:37 PM
11,Metro,Jernbanetorget,6568,2025-01-30 03:04 PM
8,Bus,Lambertseter,5633,2025-01-26 08:57 AM
8,Tram,Ullevål Stadion,2103,2025-01-20 10:28 PM
6,Tram,Tøyen,9184,2025-01-13 06:09 PM
1,Tram,Stortinget,13582,2025-01-11 05:20 PM
14,Bus,Sinsen,11293,2025-01-25 08:18 AM
1,Metro,Storo,9221,2025-01-05 09:09 PM
9,Tram,Røa,7795,2025-01-31 06:00 PM
17,Train,Oslo S,644,2025-01-09 07:21 PM
9,Tram,Stortinget,3450,2025-01-15 10:35 AM
19,Tram,Stortinget,7720,2025-01-14 09:48 PM
7,Metro,Jernbanetorget,8279,2025-01-22 06:23 PM
11,Bus,Sinsen,14100,2025-01-11 10:16 PM
5,Tram,Ullevål Stadion,7647,2025-01-20 03:53 PM
3,Metro,Furuset,3114,2025-01-20 04:25 PM
8,Metro,Nationaltheatret,12983,2025-01-24 09:16 PM
12,Metro,Jernbanetorget,12728,2025-01-29 09:56 PM
8,Tram,Røa,14840,2025-01-26 10:29 PM
7,Train,Skøyen,4119,2025-01-22 05:58 PM
4,Train,Oslo S,10829,2025-01-20 07:56 PM
8,Tram,Majorstuen,4380,2025-01-18 10:42 AM
3,Tram,Ullevål Stadion,7988,2025-01-06 05:41 PM
4,Bus,Sinsen,8767,2025-01-26 07:04 AM
15,Train,Sandvika,3797,2025-01-16 04:33 PM
15,Train,Sandvika,4770,2025-01-26 08:40 AM
2,Metro,Jernbanetorget,14853,2025-01-12 02:16 PM
10,Tram,Majorstuen,8984,2025-01-20 11:34 AM
9,Tram,Majorstuen,12921,2025-01-02 04:32 PM
11,Train,Skøyen,7679,2025-01-23 10:59 PM
3,Train,Oslo S,13710,2025-01-07 11:53 AM
2,Tram,Røa,4089,2025-01-14 06:21 PM
18,Metro,Nationaltheatret,14393,2025-01-05 07:43 AM
16,Tram,Tøyen,12061,2025-01-08 09:39 PM
2,Metro,Jernbanetorget,12614,2025-01-05 11:00 AM
20,Metro,Storo,6053,2025-01-25 10:36 PM
14,Metro,Furuset,14142,2025-01-29 11:03 AM
12,Metro,Furuset,10490,2025-01-10 05:31 PM
7,Metro,Nationaltheatret,7136,2025-01-08 02:41 PM
12,Train,Sandvika,3783,2025-01-17 09:06 PM
7,Metro,Jernbanetorget,3723,2025-01-02 12:15 PM
13,Train,Oslo S,6951,2025-01-07 07:45 AM
10,Tram,Røa,4921,2025-01-02 01:12 PM
19,Tram,Majorstuen,1650,2025-01-14 01:47 PM
19,Tram,Stortinget,10991,2025-01-13 01:06 PM
1,Train,Oslo S,12809,2025-01-19 08:47 AM
14,Tram,Tøyen,2471,2025-01-24 06:42 PM
14,Train,Sandvika,6938,2025-01-30 09:47 AM
20,Metro,Nationaltheatret,13323,2025-01-20 10:02 AM
13,Metro,Nationaltheatret,10773,2025-01-21 08:03 PM
1,Metro,Furuset,14394,2025-01-14 05:21 PM
8,Bus,Bislett,1868,2025-01-09 01:53 PM
16,Train,Lillestrøm,8811,2025-01-31 05:24 PM
6,Bus,Grorud,2774,2025-01-08 10:33 AM
1,Metro,Jernbanetorget,13081,2025-01-31 07:15 AM
18,Tram,Stortinget,11920,2025-01-31 10:26 PM
20,Tram,Majorstuen,13616,2025-01-01 11:28 AM
2,Train,Skøyen,10405,2025-01-16 08:28 PM
17,Bus,Helsfyr,3732,2025-01-31 06:01 AM
18,Metro,Furuset,5097,2025-01-23 12:11 PM
1,Metro,Nationaltheatret,6033,2025-01-14 01:16 PM
17,Train,Oslo S,3291,2025-01-08 08:14 PM
3,Tram,Ullevål Stadion,6424,2025-01-13 12:11 PM
6,Bus,Grorud,13701,2025-01-04 10:15 AM
5,Bus,Bislett,11139,2025-01-15 02:50 PM
18,Train,Sandvika,2621,2025-01-09 12:24 PM
1,Metro,Nationaltheatret,10449,2025-01-28 12:35 PM
16,Train,Oslo S,701,2025-01-30 03:37 PM
20,Bus,Bislett,13606,2025-01-14 08:56 PM
3,Tram,Tøyen,3597,2025-01-22 10:25 AM
4,Bus,Sinsen,6999,2025-01-12 03:39 PM
1,Train,Sandvika,10240,2025-01-14 08:44 AM
11,Bus,Helsfyr,8469,2025-01-08 07:17 PM
1,Tram,Majorstuen,4458,2025-01-13 02:24 PM
14,Tram,Stortinget,4824,2025-01-10 10:27 PM
8,Train,Sandvika,11060,2025-01-16 08:36 AM
19,Bus,Sinsen,2464,2025-01-19 07:51 PM
16,Train,Sandvika,1620,2025-01-07 03:36 PM
1,Train,Oslo S,12104,2025-01-06 08:19 PM
20,Tram,Ullevål Stadion,12051,2025-01-09 04:49 PM
18,Tram,Stortinget,4677,2025-01-29 05:27 PM
4,Tram,Røa,6955,2025-01-19 10:40 AM
4,Train,Oslo S,7617,2025-01-14 08:22 AM
3,Train,Oslo S,5929,2025-01-20 10:56 PM
14,Train,Lillestrøm,6326,2025-01-20 06:45 PM
7,Train,Sandvika,12103,2025-01-11 08:01 PM
8,Tram,Ullevål Stadion,14353,2025-01-20 07:42 PM
18,Tram,Stortinget,9706,2025-01-14 08:17 PM
3,Tram,Stortinget,7828,2025-01-14 08:07 PM
1,Metro,Storo,4143,2025-01-22 09:56 AM
20,Metro,Jernbanetorget,9159,2025-01-23 06:37 PM
10,Bus,Lambertseter,2093,2025-01-24 03:12 PM
10,Tram,Røa,10285,2025-01-09 11:06 AM
8,Bus,Sinsen,7585,2025-01-19 06:01 PM
1,Bus,Bislett,594,2025-01-03 01:30 PM
10,Bus,Bislett,8628,2025-01-09 03:05 PM
4,Metro,Nationaltheatret,8898,2025-01-05 04:58 PM
13,Train,Sandvika,5078,2025-01-05 02:19 PM
20,Bus,Sinsen,1122,2025-01-30 11:46 AM
3,Metro,Storo,12997,2025-01-19 10:51 AM
12,Tram,Tøyen,13826,2025-01-17 04:02 PM
7,Metro,Nationaltheatret,10564,2025-01-29 08:04 AM
13,Metro,Jernbanetorget,5506,2025-01-10 12:31 PM
10,Train,Skøyen,6107,2025-01-15 01:46 PM
7,Metro,Jernbanetorget,13490,2025-01-01 03:15 PM
18,Bus,Grorud,11884,2025-01-03 03:10 PM
6,Train,Skøyen,9698,2025-01-24 09:01 PM
5,Bus,Bislett,11240,2025-01-07 12:33 PM
5,Bus,Bislett,7323,2025-01-12 01:32 PM
19,Metro,Jernbanetorget,14750,2025-01-09 01:23 PM
16,Bus,Helsfyr,6865,2025-01-06 09:21 AM
8,Metro,Jernbanetorget,6992,2025-01-08 10:09 PM
4,Metro,Storo,9038,2025-01-08 11:35 AM
15,Bus,Helsfyr,10305,2025-01-18 11:01 AM
13,Train,Oslo S,8416,2025-01-18 09:48 PM
4,Metro,Furuset,1067,2025-01-14 06:10 AM
14,Metro,Furuset,994,2025-01-14 10:59 AM
5,Train,Oslo S,10821,2025-01-08 10:57 AM
9,Metro,Storo,11834,2025-01-05 07:04 AM
12,Metro,Nationaltheatret,5169,2025-01-15 02:15 PM
11,Train,Skøyen,4287,2025-01-26 11:31 AM
3,Bus,Helsfyr,4880,2025-01-19 11:30 AM
2,Train,Skøyen,12224,2025-01-11 09:42 AM
5,Train,Skøyen,12495,2025-01-24 08:40 PM
12,Train,Sandvika,14419,2025-01-09 11:06 AM
10,Tram,Majorstuen,10402,2025-01-31 10:37 PM
16,Tram,Røa,7254,2025-01-21 07:37 PM
18,Bus,Sinsen,10926,2025-01-10 02:37 PM
6,Bus,Sinsen,2467,2025-01-22 03:01 PM
15,Train,Skøyen,2889,2025-01-15 10:00 PM
2,Train,Oslo S,14662,2025-01-18 12:13 PM
10,Bus,Sinsen,8533,2025-01-10 07:12 AM
18,Metro,Jernbanetorget,10242,2025-01-02 06:27 AM
10,Bus,Lambertseter,13438,2025-01-21 05:40 PM
17,Bus,Grorud,6107,2025-01-22 12:15 PM
3,Train,Lillestrøm,5384,2025-01-07 04:35 PM
14,Tram,Ullevål Stadion,14336,2025-01-15 06:21 AM
12,Bus,Sinsen,7784,2025-01-25 10:30 PM
7,Metro,Storo,9468,2025-01-09 04:37 PM
6,Bus,Sinsen,7637,2025-01-14 07:15 PM
19,Bus,Bislett,3759,2025-01-07 01:06 PM
2,Bus,Lambertseter,14951,2025-01-18 03:52 PM
14,Metro,Storo,6608,2025-01-31 09:47 PM
7,Metro,Storo,5627,2025-01-18 08:14 AM
7,Metro,Jernbanetorget,11200,2025-01-09 12:17 PM
11,Bus,Grorud,6671,2025-01-03 06:37 PM
18,Bus,Bislett,4744,2025-01-10 12:17 PM
17,Train,Skøyen,2047,2025-01-24 06:17 AM
16,Metro,Furuset,8150,2025-01-23 02:45 PM
6,Metro,Storo,1843,2025-01-08 08:20 AM
18,Metro,Storo,8666,2025-01-08 07:16 PM
1,Train,Lillestrøm,5122,2025-01-20 12:38 PM
2,Tram,Majorstuen,13852,2025-01-02 01:44 PM
1,Metro,Nationaltheatret,8335,2025-01-30 02:50 PM
11,Train,Lillestrøm,6049,2025-01-02 08:31 AM
2,Tram,Majorstuen,620,2025-01-08 07:32 PM
10,Train,Sandvika,892,2025-01-27 11:35 AM
1,Train,Oslo S,5822,2025-01-01 07:18 AM
13,Tram,Ullevål Stadion,3830,2025-01-02 03:27 PM
18,Tram,Majorstuen,3668,2025-01-13 08:54 PM
4,Bus,Bislett,11850,2025-01-02 08:16 PM
20,Train,Lillestrøm,1098,2025-01-15 06:39 AM
4,Train,Oslo S,7670,2025-01-25 10:11 PM
6,Bus,Grorud,10486,2025-01-07 11:18 AM
11,Train,Sandvika,8155,2025-01-14 04:07 PM
12,Bus,Grünerløkka,9995,2025-01-10 07:17 PM
7,Train,Sandvika,3931,2025-01-22 10:17 AM
15,Bus,Grünerløkka,14345,2025-01-02 12:11 PM
3,Metro,Jernbanetorget,6747,2025-01-22 06:22 PM
1,Train,Sandvika,7395,2025-01-16 12:38 PM
10,Train,Lillestrøm,550,2025-01-16 10:16 AM
14,Metro,Furuset,5581,2025-01-02 09:53 PM
14,Bus,Sinsen,5092,2025-01-12 02:17 PM
20,Bus,Bislett,8788,2025-01-07 10:22 AM
14,Train,Oslo S,3919,2025-01-17 04:58 PM
17,Train,Oslo S,5776,2025-01-03 06:35 PM
10,Metro,Jernbanetorget,2366,2025-01-31 09:49 PM
18,Train,Lillestrøm,6619,2025-01-25 09:02 PM
3,Bus,Lambertseter,10941,2025-01-06 12:05 PM
6,Train,Sandvika,14086,2025-01-13 09:22 AM
10,Bus,Lambertseter,10076,2025-01-18 12:13 PM
15,Metro,Nationaltheatret,5999,2025-01-14 11:43 AM
14,Bus,Grünerløkka,4353,2025-01-26 04:48 PM
11,Train,Lillestrøm,10397,2025-01-27 10:13 AM
19,Train,Skøyen,7507,2025-01-05 07:22 PM
6,Train,Oslo S,4423,2025-01-12 07:32 PM
12,Metro,Storo,1812,2025-01-20 07:19 PM
6,Metro,Nationaltheatret,6700,2025-01-31 09:50 AM
20,Bus,Lambertseter,10256,2025-01-24 06:31 PM
20,Metro,Jernbanetorget,7204,2025-01-09 01:37 PM
13,Metro,Jernbanetorget,3217,2025-01-12 03:49 PM
12,Tram,Majorstuen,3703,2025-01-31 10:50 PM
9,Train,Oslo S,1442,2025-01-07 08:50 AM
10,Bus,Grorud,12699,2025-01-24 03:24 PM
18,Bus,Bislett,6348,2025-01-20 02:40 PM
13,Tram,Tøyen,7630,2025-01-20 07:52 AM
4,Bus,Sinsen,2220,2025-01-15 02:34 PM
12,Tram,Røa,10228,2025-01-08 04:03 PM
7,Metro,Nationaltheatret,2717,2025-01-18 06:11 PM
6,Tram,Majorstuen,14493,2025-01-30 02:01 PM
1,Bus,Lambertseter,6800,2025-01-07 07:22 AM
15,Train,Skøyen,14347,2025-01-06 08:38 PM
7,Train,Oslo S,12340,2025-01-30 10:38 PM
4,Bus,Grorud,7175,2025-01-09 12:08 PM
13,Tram,Røa,1616,2025-01-15 07:46 AM
11,Tram,Røa,8404,2025-01-10 03:27 PM
8,Bus,Lambertseter,5855,2025-01-04 07:21 PM
5,Tram,Røa,14575,2025-01-18 12:24 PM
3,Tram,Stortinget,14175,2025-01-25 08:35 AM
15,Bus,Lambertseter,7261,2025-01-22 10:57 AM
8,Train,Oslo S,4777,2025-01-14 07:52 PM
14,Tram,Stortinget,14197,2025-01-05 09:55 AM
17,Tram,Majorstuen,14420,2025-01-23 10:53 AM
13,Bus,Bislett,5393,2025-01-06 11:39 AM
8,Metro,Furuset,8356,2025-01-29 09:29 AM
19,Bus,Grorud,2854,2025-01-12 11:37 AM
3,Bus,Lambertseter,10882,2025-01-06 07:38 PM
9,Train,Skøyen,10909,2025-01-12 10:01 AM
7,Train,Sandvika,10947,2025-01-26 11:46 AM
12,Bus,Sinsen,2445,2025-01-20 06:56 AM
1,Bus,Sinsen,10592,2025-01-31 02:23 PM
20,Metro,Storo,8091,2025-01-03 08:08 AM
20,Tram,Tøyen,14866,2025-01-20 06:50 PM
20,Tram,Røa,11096,2025-01-29 04:11 PM
8,Bus,Bislett,10216,2025-01-08 02:56 PM
20,Tram,Ullevål Stadion,11313,2025-01-15 09:14 PM
17,Train,Oslo S,4499,2025-01-29 09:08 AM
2,Metro,Furuset,14046,2025-01-10 12:01 PM
1,Bus,Helsfyr,5891,2025-01-16 05:46 PM
9,Train,Oslo S,3748,2025-01-05 09:02 PM
15,Bus,Grünerløkka,9143,2025-01-21 10:56 PM
19,Metro,Nationaltheatret,2341,2025-01-19 12:10 PM
12,Bus,Grorud,14784,2025-01-22 10:34 PM
6,Bus,Grünerløkka,4359,2025-01-12 07:36 AM
7,Bus,Lambertseter,9837,2025-01-07 09:51 PM
15,Bus,Lambertseter,1887,2025-01-27 04:08 PM
18,Train,Lillestrøm,14433,2025-01-03 06:14 PM
17,Tram,Tøyen,12864,2025-01-23 07:52 AM
10,Metro,Furuset,11566,2025-01-02 12:04 PM
3,Bus,Lambertseter,1046,2025-01-27 06:05 AM
12,Bus,Sinsen,11242,2025-01-12 06:53 AM
18,Tram,Majorstuen,11266,2025-01-15 07:27 AM
6,Metro,Furuset,6992,2025-01-25 11:42 AM
1,Bus,Grorud,13097,2025-01-13 09:46 PM
1,Metro,Nationaltheatret,1195,2025-01-18 11:12 AM
7,Tram,Majorstuen,12042,2025-01-05 10:27 PM
4,Bus,Lambertseter,537,2025-01-25 07:51 PM
4,Train,Skøyen,1545,2025-01-18 08:42 PM
17,Tram,Røa,1105,2025-01-07 01:39 PM
5,Metro,Furuset,3769,2025-01-29 09:34 PM
3,Metro,Furuset,9267,2025-01-04 04:20 PM
1,Metro,Furuset,6305,2025-01-14 01:01 PM
9,Metro,Jernbanetorget,9549,2025-01-29 07:43 AM
5,Train,Skøyen,13369,2025-01-05 11:53 AM
19,Tram,Ullevål Stadion,11626,2025-01-08 09:21 AM
12,Train,Lillestrøm,9851,2025-01-15 03:20 PM
12,Tram,Tøyen,6054,2025-01-25 12:25 PM
20,Metro,Nationaltheatret,11600,2025-01-02 07:16 PM
7,Train,Oslo S,7215,2025-01-08 02:23 PM
7,Metro,Jernbanetorget,7474,2025-01-09 10:32 PM
3,Metro,Storo,1260,2025-01-09 12:21 PM
8,Train,Sandvika,1672,2025-01-17 03:33 PM
8,Tram,Majorstuen,13193,2025-01-02 01:20 PM
16,Train,Sandvika,12727,2025-01-26 01:32 PM
19,Bus,Lambertseter,5416,2025-01-02 03:06 PM
7,Tram,Majorstuen,9973,2025-01-23 07:52 AM
1,Train,Lillestrøm,8773,2025-01-08 03:27 PM
16,Metro,Nationaltheatret,13282,2025-01-17 06:31 PM
11,Metro,Storo,13936,2025-01-26 05:11 PM
1,Bus,Lambertseter,14676,2025-01-25 12:06 PM
12,Tram,Røa,5510,2025-01-14 12:19 PM
19,Tram,Røa,2181,2025-01-19 08:25 AM
13,Tram,Røa,13717,2025-01-30 07:10 PM
8,Tram,Majorstuen,4892,2025-01-14 08:57 AM
3,Bus,Lambertseter,8010,2025-01-23 08:53 PM
18,Tram,Tøyen,7897,2025-01-10 10:28 PM
20,Tram,Ullevål Stadion,9330,2025-01-25 04:49 PM
12,Bus,Bislett,12650,2025-01-08 11:29 AM
18,Bus,Grorud,5990,2025-01-27 07:34 AM
3,Metro,Storo,2793,2025-01-06 05:00 PM
12,Metro,Jernbanetorget,4741,2025-01-17 09:57 PM
16,Bus,Lambertseter,8707,2025-01-18 07:31 PM
2,Train,Skøyen,5230,2025-01-27 08:41 PM
13,Tram,Røa,1087,2025-01-26 09:17 PM
2,Tram,Røa,12568,2025-01-16 04:05 PM
20,Train,Sandvika,7678,2025-01-08 04:08 PM
6,Tram,Ullevål Stadion,13613,2025-01-23 06:45 PM
15,Metro,Nationaltheatret,12719,2025-01-08 08:37 AM
20,Metro,Furuset,2867,2025-01-02 10:27 PM
3,Bus,Grünerløkka,5147,2025-01-20 08:11 AM
10,Tram,Stortinget,8646,2025-01-20 02:36 PM
1,Tram,Majorstuen,11616,2025-01-09 07:25 PM
3,Bus,Grorud,12060,2025-01-31 07:27 PM
4,Tram,Majorstuen,13974,2025-01-07 10:07 AM
11,Bus,Grünerløkka,4487,2025-01-02 06:02 AM
4,Metro,Furuset,14379,2025-01-01 10:53 AM
5,Train,Oslo S,13969,2025-01-11 06:11 AM
17,Train,Skøyen,3815,2025-01-01 04:14 PM
8,Metro,Storo,5890,2025-01-05 09:51 AM
16,Metro,Jernbanetorget,14909,2025-01-20 08:57 PM
14,Train,Oslo S,8408,2025-01-20 04:55 PM
2,Metro,Nationaltheatret,14630,2025-01-25 09:50 AM
17,Train,Lillestrøm,8919,2025-01-05 04:52 PM
6,Tram,Stortinget,6229,2025-01-26 04:49 PM
7,Train,Oslo S,9404,2025-01-15 03:57 PM
11,Train,Sandvika,6672,2025-01-08 06:03 PM
11,Metro,Nationaltheatret,13228,2025-01-06 08:32 PM
1,Bus,Helsfyr,1966,2025-01-23 11:30 AM
5,Metro,Nationaltheatret,5856,2025-01-10 10:19 PM
15,Bus,Helsfyr,1937,2025-01-29 04:57 PM
12,Bus,Lambertseter,11619,2025-01-24 09:30 PM
20,Tram,Majorstuen,6525,2025-01-12 06:37 AM
8,Tram,Majorstuen,8884,2025-01-04 07:36 PM
12,Bus,Sinsen,11201,2025-01-03 04:41 PM
13,Metro,Jernbanetorget,1879,2025-01-15 08:34 PM
2,Metro,Jernbanetorget,7175,2025-01-23 12:55 PM
18,Tram,Majorstuen,2200,2025-01-11 12:51 PM
4,Metro,Nationaltheatret,1269,2025-01-11 07:03 PM
18,Train,Lillestrøm,12943,2025-01-16 12:41 PM
7,Tram,Tøyen,965,2025-01-29 09:54 AM
19,Bus,Lambertseter,10727,2025-01-13 07:27 PM
7,Train,Oslo S,6995,2025-01-07 02:02 PM
4,Train,Skøyen,6792,2025-01-28 05:15 PM
18,Tram,Stortinget,5622,2025-01-16 06:22 PM
13,Train,Sandvika,13230,2025-01-01 01:01 PM
10,Tram,Majorstuen,13484,2025-01-20 10:17 AM
10,Metro,Nationaltheatret,7487,2025-01-06 07:29 AM
20,Metro,Furuset,1182,2025-01-10 09:48 PM
12,Tram,Tøyen,4648,2025-01-28 02:13 PM
8,Train,Sandvika,2692,2025-01-30 11:11 AM
12,Metro,Storo,11644,2025-01-08 09:30 AM
18,Bus,Grünerløkka,2597,2025-01-03 08:45 AM
20,Train,Lillestrøm,6037,2025-01-13 04:55 PM
3,Train,Lillestrøm,5303,2025-01-16 04:55 PM
18,Train,Lillestrøm,1868,2025-01-07 07:39 AM
10,Train,Skøyen,11781,2025-01-11 08:55 PM
17,Bus,Grorud,13891,2025-01-11 06:50 AM
14,Tram,Ullevål Stadion,2233,2025-01-11 07:00 AM
15,Tram,Stortinget,8432,2025-01-31 09:43 AM
12,Train,Skøyen,1933,2025-01-02 10:59 PM
11,Metro,Nationaltheatret,8075,2025-01-25 04:21 PM
